date,time,ip,stratum,local_system_frequency,error_bounds,estimated_local_offset,leap_status,num_combined_sources,estimated_sd_combined_offset,remaining_offset_correction_from previous_update,total_of_network_path_delays_to_ref_clocks,total_dispersion_accumulated,maximum estimated_error
2021-12-19,05:00:14,PPS,1,4.417,0.067,1.094e-06,N,1,3.957e-07,-9.719e-12,1.000e-09,8.640e-06,2.516e-05
2021-12-19,05:00:30,PPS,1,4.420,0.052,-3.525e-07,N,1,3.945e-07,8.793e-11,1.000e-09,1.039e-05,2.698e-05
2021-12-19,05:00:46,PPS,1,4.407,0.089,-2.542e-06,N,1,1.172e-06,1.424e-07,1.000e-09,9.986e-06,2.760e-05
2021-12-19,05:01:02,PPS,1,4.392,0.168,-6.074e-06,N,1,2.183e-06,-1.819e-10,1.000e-09,1.326e-05,3.038e-05
2021-12-19,05:01:18,PPS,1,4.317,0.349,-7.877e-06,N,1,2.230e-06,-5.366e-10,1.000e-09,1.302e-05,3.963e-05
2021-12-19,05:01:34,PPS,1,4.117,0.356,-7.358e-06,N,1,1.422e-06,-1.030e-09,1.000e-09,1.477e-05,4.470e-05
2021-12-19,05:01:50,PPS,1,4.016,0.240,-4.570e-06,N,1,1.099e-06,-1.130e-09,1.000e-09,1.203e-05,4.442e-05
2021-12-19,05:02:06,PPS,1,3.957,0.213,-3.476e-06,N,1,1.005e-06,-7.268e-10,1.000e-09,1.032e-05,3.663e-05
2021-12-19,05:02:22,PPS,1,3.902,0.183,-3.062e-06,N,1,8.420e-07,-3.242e-10,1.000e-09,1.133e-05,3.340e-05
2021-12-19,05:02:38,PPS,1,3.857,0.162,-2.564e-06,N,1,7.800e-07,-2.382e-10,1.000e-09,8.630e-06,3.348e-05
2021-12-19,05:02:54,PPS,1,3.859,0.183,1.131e-06,N,1,1.047e-06,-2.083e-10,1.000e-09,1.222e-05,2.994e-05
2021-12-19,05:03:10,PPS,1,3.884,0.262,2.969e-06,N,1,1.623e-06,-3.166e-07,1.000e-09,1.119e-05,3.231e-05
2021-12-19,05:03:26,PPS,1,3.945,0.369,4.924e-06,N,1,1.944e-06,1.506e-10,1.000e-09,1.609e-05,3.502e-05
2021-12-19,05:03:42,PPS,1,4.048,0.354,5.238e-06,N,1,1.654e-06,1.121e-10,1.000e-09,1.403e-05,4.355e-05
2021-12-19,05:03:58,PPS,1,4.142,0.171,4.328e-06,N,1,7.746e-07,1.264e-10,1.000e-09,1.205e-05,4.130e-05
2021-12-19,05:04:14,PPS,1,4.169,0.172,1.799e-06,N,1,8.891e-07,2.399e-10,1.000e-09,1.053e-05,3.521e-05
2021-12-19,05:04:30,PPS,1,4.203,0.061,1.386e-06,N,1,2.892e-07,5.433e-11,1.000e-09,1.050e-05,3.122e-05
2021-12-19,05:04:46,PPS,1,4.213,0.087,1.091e-06,N,1,5.237e-07,2.556e-11,1.000e-09,1.047e-05,2.890e-05
2021-12-19,05:05:02,PPS,1,4.238,0.101,1.498e-06,N,1,4.778e-07,2.163e-11,1.000e-09,1.195e-05,2.910e-05
2021-12-19,05:05:18,PPS,1,4.260,0.138,1.837e-06,N,1,7.478e-07,5.735e-11,1.000e-09,1.074e-05,3.121e-05
2021-12-19,05:05:34,PPS,1,4.295,0.139,1.879e-06,N,1,6.768e-07,9.306e-11,1.000e-09,1.050e-05,3.101e-05
2021-12-19,05:05:50,PPS,1,4.314,0.072,4.670e-07,N,1,3.539e-07,6.245e-11,1.000e-09,9.598e-06,3.076e-05
2021-12-19,05:06:06,PPS,1,4.316,0.039,2.838e-08,N,1,2.941e-07,-5.617e-08,1.000e-09,1.057e-05,2.725e-05
2021-12-19,05:06:25,PPS,1,4.320,0.061,7.560e-07,N,1,4.587e-07,-6.593e-08,1.000e-09,1.164e-05,3.003e-05
2021-12-19,05:06:41,PPS,1,4.330,0.107,2.180e-06,N,1,1.012e-06,2.346e-11,1.000e-09,1.128e-05,2.957e-05
2021-12-19,05:06:57,PPS,1,4.361,0.162,1.906e-06,N,1,9.133e-07,1.294e-10,1.000e-09,1.099e-05,3.162e-05
2021-12-19,05:07:13,PPS,1,4.399,0.103,1.060e-06,N,1,4.832e-07,8.137e-11,1.000e-09,1.194e-05,3.196e-05
2021-12-19,05:07:29,PPS,1,4.405,0.087,1.798e-07,N,1,4.567e-07,8.907e-11,1.000e-09,1.114e-05,3.072e-05
2021-12-19,05:07:45,PPS,1,4.410,0.053,3.774e-07,N,1,4.236e-07,-1.328e-07,1.000e-09,8.271e-06,2.875e-05
2021-12-19,05:08:01,PPS,1,4.408,0.035,-1.852e-07,N,1,3.719e-07,-1.006e-07,1.000e-09,9.024e-06,2.567e-05
2021-12-19,05:08:17,PPS,1,4.409,0.025,1.305e-07,N,1,3.287e-07,7.180e-08,1.000e-09,1.107e-05,2.569e-05
2021-12-19,05:08:33,PPS,1,4.414,0.030,7.825e-07,N,1,4.745e-07,-5.193e-08,1.000e-09,1.168e-05,2.755e-05
2021-12-19,05:08:52,PPS,1,4.419,0.054,1.013e-06,N,1,5.481e-07,1.178e-07,1.000e-09,1.139e-05,3.178e-05
2021-12-19,05:09:08,PPS,1,4.436,0.076,1.107e-06,N,1,6.196e-07,-5.855e-08,1.000e-09,9.634e-06,2.943e-05
2021-12-19,05:09:24,PPS,1,4.441,0.050,-2.073e-07,N,1,5.372e-07,5.298e-11,1.000e-09,9.636e-06,2.819e-05
2021-12-19,05:09:40,PPS,1,4.439,0.036,-2.767e-07,N,1,4.838e-07,1.539e-07,1.000e-09,8.672e-06,2.668e-05
2021-12-19,05:09:56,PPS,1,4.439,0.026,-1.551e-08,N,1,4.266e-07,1.750e-07,1.000e-09,8.879e-06,2.570e-05
2021-12-19,05:10:12,PPS,1,4.442,0.024,4.560e-07,N,1,4.345e-07,1.336e-07,1.000e-09,1.106e-05,2.551e-05
2021-12-19,05:10:28,PPS,1,4.444,0.020,2.461e-07,N,1,4.123e-07,-1.630e-07,1.000e-09,1.078e-05,2.779e-05
2021-12-19,05:10:44,PPS,1,4.444,0.016,-6.045e-08,N,1,3.829e-07,-1.385e-07,1.000e-09,8.743e-06,2.754e-05
2021-12-19,05:11:00,PPS,1,4.446,0.016,4.762e-07,N,1,4.158e-07,-6.758e-08,1.000e-09,1.099e-05,2.509e-05
2021-12-19,05:11:16,PPS,1,4.449,0.016,4.639e-07,N,1,4.428e-07,-6.965e-08,1.000e-09,1.100e-05,2.783e-05
2021-12-19,05:11:32,PPS,1,4.449,0.013,-1.994e-07,N,1,4.299e-07,-1.050e-07,1.000e-09,9.118e-06,2.782e-05
2021-12-19,05:11:48,PPS,1,4.448,0.011,-3.539e-08,N,1,4.042e-07,8.061e-08,1.000e-09,8.781e-06,2.545e-05
2021-12-19,05:12:04,PPS,1,4.448,0.010,-1.265e-07,N,1,3.807e-07,9.369e-08,1.000e-09,1.160e-05,2.510e-05
2021-12-19,05:12:20,PPS,1,4.447,0.009,-1.269e-07,N,1,3.669e-07,1.351e-07,1.000e-09,1.107e-05,2.801e-05
2021-12-19,05:12:36,PPS,1,4.447,0.008,-7.171e-08,N,1,3.539e-07,1.372e-07,1.000e-09,8.143e-06,2.750e-05
2021-12-19,05:12:52,PPS,1,4.446,0.008,-1.991e-07,N,1,3.465e-07,1.266e-07,1.000e-09,1.005e-05,2.450e-05
2021-12-19,05:13:08,PPS,1,4.447,0.007,2.153e-07,N,1,3.471e-07,1.215e-07,1.000e-09,9.813e-06,2.653e-05
2021-12-19,05:13:24,PPS,1,4.447,0.007,6.195e-08,N,1,3.317e-07,-7.717e-08,1.000e-09,1.121e-05,2.605e-05
2021-12-19,05:13:40,PPS,1,4.447,0.006,1.265e-07,N,1,3.242e-07,-1.002e-07,1.000e-09,9.729e-06,2.747e-05
2021-12-19,05:13:56,PPS,1,4.447,0.006,-1.104e-07,N,1,3.154e-07,-1.212e-07,1.000e-09,1.071e-05,2.608e-05
2021-12-19,05:14:12,PPS,1,4.447,0.005,-3.414e-08,N,1,3.043e-07,-1.060e-08,1.000e-09,9.330e-06,2.684e-05
2021-12-19,05:14:28,PPS,1,4.447,0.005,-1.108e-07,N,1,2.993e-07,2.209e-08,1.000e-09,8.198e-06,2.545e-05
2021-12-19,05:14:44,PPS,1,4.447,0.004,5.145e-09,N,1,2.865e-07,9.345e-08,1.000e-09,9.617e-06,2.443e-05
2021-12-19,05:15:01,PPS,1,4.447,0.004,-5.104e-08,N,1,2.783e-07,6.995e-08,1.000e-09,8.714e-06,2.580e-05
2021-12-19,05:15:17,PPS,1,4.447,0.004,8.283e-09,N,1,2.699e-07,8.580e-08,1.000e-09,7.880e-06,2.492e-05
2021-12-19,05:15:33,PPS,1,4.447,0.003,4.865e-09,N,1,2.610e-07,6.248e-08,1.000e-09,8.429e-06,2.405e-05
2021-12-19,05:15:49,PPS,1,4.446,0.003,-8.826e-08,N,1,2.556e-07,4.903e-08,1.000e-09,8.957e-06,2.457e-05
2021-12-19,05:16:05,PPS,1,4.446,0.003,2.209e-09,N,1,2.477e-07,8.810e-08,1.000e-09,8.746e-06,2.517e-05
2021-12-19,05:16:21,PPS,1,4.446,0.003,8.426e-08,N,1,2.443e-07,6.591e-08,1.000e-09,7.795e-06,2.491e-05
2021-12-19,05:16:37,PPS,1,4.447,0.003,7.644e-09,N,1,2.367e-07,-1.763e-08,1.000e-09,9.014e-06,2.388e-05
2021-12-19,05:16:53,PPS,1,4.447,0.003,-6.326e-09,N,1,2.309e-07,-2.368e-08,1.000e-09,8.092e-06,2.510e-05
2021-12-19,05:17:09,PPS,1,4.447,0.003,1.083e-07,N,1,2.306e-07,-1.670e-08,1.000e-09,7.661e-06,2.433e-05
2021-12-19,05:17:25,PPS,1,4.447,0.004,1.910e-07,N,1,2.181e-07,-7.997e-08,1.000e-09,1.115e-05,2.386e-05
2021-12-19,05:17:41,PPS,1,4.448,0.004,6.929e-08,N,1,2.130e-07,-4.894e-08,1.000e-09,8.130e-06,2.752e-05
2021-12-19,05:17:57,PPS,1,4.449,0.005,1.067e-07,N,1,2.419e-07,-7.469e-08,1.000e-09,1.008e-05,2.434e-05
2021-12-19,05:18:13,PPS,1,4.452,0.009,5.697e-07,N,1,2.083e-07,-9.079e-08,1.000e-09,7.876e-06,2.636e-05
2021-12-19,05:18:29,PPS,1,4.454,0.016,4.485e-07,N,1,2.439e-07,5.349e-11,1.000e-09,8.531e-06,2.473e-05
2021-12-19,05:18:45,PPS,1,4.457,0.015,7.207e-09,N,1,2.182e-07,2.574e-12,1.000e-09,9.475e-06,2.531e-05
2021-12-19,05:19:01,PPS,1,4.455,0.014,-3.200e-07,N,1,2.495e-07,-7.163e-09,1.000e-09,8.940e-06,2.575e-05
2021-12-19,05:19:17,PPS,1,4.458,0.016,4.811e-07,N,1,3.180e-07,5.111e-08,1.000e-09,9.767e-06,2.550e-05
2021-12-19,05:19:33,PPS,1,4.460,0.014,2.631e-07,N,1,3.139e-07,-3.450e-08,1.000e-09,1.111e-05,2.681e-05
2021-12-19,05:19:49,PPS,1,4.460,0.011,3.855e-08,N,1,2.939e-07,-1.135e-07,1.000e-09,1.049e-05,2.765e-05
2021-12-19,05:20:05,PPS,1,4.459,0.010,-2.326e-07,N,1,2.942e-07,-9.981e-08,1.000e-09,1.030e-05,2.683e-05
2021-12-19,05:20:21,PPS,1,4.459,0.009,-7.635e-08,N,1,2.763e-07,9.282e-08,1.000e-09,1.129e-05,2.661e-05
2021-12-19,05:20:37,PPS,1,4.459,0.007,-2.952e-10,N,1,2.631e-07,1.000e-07,1.000e-09,7.942e-06,2.761e-05
2021-12-19,05:20:53,PPS,1,4.458,0.007,-1.746e-07,N,1,2.606e-07,7.481e-08,1.000e-09,8.633e-06,2.417e-05
2021-12-19,05:21:09,PPS,1,4.459,0.007,1.635e-07,N,1,2.560e-07,9.022e-08,1.000e-09,1.115e-05,2.501e-05
2021-12-19,05:21:25,PPS,1,4.459,0.006,-1.669e-08,N,1,2.457e-07,-5.948e-08,1.000e-09,8.909e-06,2.734e-05
2021-12-19,05:21:41,PPS,1,4.459,0.005,9.598e-08,N,1,2.382e-07,-3.797e-08,1.000e-09,8.305e-06,2.505e-05
2021-12-19,05:21:57,PPS,1,4.460,0.006,3.856e-07,N,1,2.905e-07,-8.379e-08,1.000e-09,1.042e-05,2.453e-05
2021-12-19,05:22:13,PPS,1,4.461,0.006,1.665e-07,N,1,2.889e-07,-3.264e-12,1.000e-09,8.920e-06,2.700e-05
2021-12-19,05:22:29,PPS,1,4.461,0.005,-5.404e-08,N,1,2.793e-07,-1.027e-07,1.000e-09,7.448e-06,2.519e-05
2021-12-19,05:22:45,PPS,1,4.461,0.008,2.798e-07,N,1,4.127e-07,-4.322e-08,1.000e-09,9.674e-06,2.359e-05
2021-12-19,05:23:01,PPS,1,4.463,0.017,1.153e-06,N,1,5.096e-07,-1.546e-07,1.000e-09,1.001e-05,2.616e-05
2021-12-19,05:23:17,PPS,1,4.468,0.028,-2.689e-07,N,1,5.082e-07,3.602e-11,1.000e-09,9.353e-06,2.780e-05
2021-12-19,05:23:33,PPS,1,4.470,0.025,-1.306e-07,N,1,4.629e-07,1.740e-07,1.000e-09,1.107e-05,2.614e-05
2021-12-19,05:23:49,PPS,1,4.468,0.022,-3.033e-07,N,1,4.464e-07,1.708e-07,1.000e-09,1.139e-05,2.780e-05
2021-12-19,05:24:05,PPS,1,4.465,0.020,-4.530e-07,N,1,4.588e-07,1.382e-07,1.000e-09,1.181e-05,2.822e-05
2021-12-19,05:24:21,PPS,1,4.464,0.017,-1.923e-07,N,1,4.416e-07,8.307e-08,1.000e-09,9.095e-06,2.874e-05
2021-12-19,05:24:38,PPS,1,4.454,0.026,-1.244e-06,N,1,4.112e-07,1.608e-07,1.000e-09,8.133e-06,2.565e-05
2021-12-19,05:24:54,PPS,1,4.448,0.021,-4.103e-07,N,1,4.034e-07,-1.229e-10,1.000e-09,8.222e-06,2.604e-05
2021-12-19,05:25:10,PPS,1,4.436,0.027,-1.025e-06,N,1,2.905e-07,1.320e-07,1.000e-09,1.002e-05,2.499e-05
2021-12-19,05:25:26,PPS,1,4.434,0.021,2.662e-08,N,1,2.731e-07,-1.416e-10,1.000e-09,8.768e-06,2.768e-05
2021-12-19,05:25:42,PPS,1,4.431,0.017,-2.326e-07,N,1,2.126e-07,-2.506e-08,1.000e-09,8.218e-06,2.514e-05
2021-12-19,05:25:58,PPS,1,4.430,0.016,-6.404e-08,N,1,2.083e-07,7.237e-08,1.000e-09,9.613e-06,2.472e-05
2021-12-19,05:26:14,PPS,1,4.428,0.025,-3.608e-07,N,1,2.034e-07,7.670e-08,1.000e-09,7.485e-06,2.601e-05
2021-12-19,05:26:30,PPS,1,4.422,0.030,-4.012e-07,N,1,2.293e-07,-6.093e-11,1.000e-09,7.766e-06,2.438e-05
2021-12-19,05:26:46,PPS,1,4.422,0.020,5.301e-08,N,1,1.966e-07,-3.598e-11,1.000e-09,1.104e-05,2.468e-05
2021-12-19,05:27:02,PPS,1,4.421,0.014,-7.300e-08,N,1,1.797e-07,-4.365e-08,1.000e-09,8.881e-06,2.741e-05
2021-12-19,05:27:18,PPS,1,4.422,0.011,1.246e-07,N,1,1.706e-07,2.608e-08,1.000e-09,9.062e-06,2.514e-05
2021-12-19,05:27:34,PPS,1,4.421,0.010,-1.729e-07,N,1,1.736e-07,-6.076e-08,1.000e-09,9.378e-06,2.534e-05
2021-12-19,05:27:50,PPS,1,4.420,0.015,-1.062e-06,N,1,5.055e-07,6.363e-08,1.000e-09,8.148e-06,2.567e-05
2021-12-19,05:28:06,PPS,1,4.419,0.026,-4.533e-08,N,1,4.740e-07,-1.074e-10,1.000e-09,9.713e-06,2.577e-05
2021-12-19,05:28:22,PPS,1,4.415,0.045,-2.169e-07,N,1,4.775e-07,4.224e-08,1.000e-09,9.541e-06,2.642e-05
2021-12-19,05:28:38,PPS,1,4.410,0.069,-1.298e-07,N,1,4.776e-07,1.653e-07,1.000e-09,8.851e-06,2.673e-05
2021-12-19,05:28:54,PPS,1,4.415,0.073,9.084e-07,N,1,5.963e-07,1.735e-07,1.000e-09,9.273e-06,2.637e-05
2021-12-19,05:29:10,PPS,1,4.438,0.103,1.794e-06,N,1,5.243e-07,-1.314e-07,1.000e-09,9.504e-06,2.722e-05
2021-12-19,05:29:26,PPS,1,4.453,0.111,7.109e-07,N,1,5.757e-07,1.790e-10,1.000e-09,9.690e-06,2.931e-05
2021-12-19,05:29:42,PPS,1,4.472,0.059,7.255e-07,N,1,2.884e-07,-1.111e-07,1.000e-09,8.650e-06,2.873e-05
2021-12-19,05:30:01,PPS,1,4.476,0.045,8.875e-08,N,1,2.385e-07,1.159e-07,1.000e-09,1.007e-05,2.958e-05
2021-12-19,05:30:17,PPS,1,4.481,0.038,5.089e-07,N,1,2.927e-07,2.524e-08,1.000e-09,8.971e-06,2.686e-05
2021-12-19,05:30:33,PPS,1,4.477,0.036,-6.172e-07,N,1,3.740e-07,1.521e-11,1.000e-09,1.080e-05,2.610e-05
2021-12-19,05:30:49,PPS,1,4.472,0.030,-4.364e-07,N,1,3.824e-07,-2.975e-11,1.000e-09,9.286e-06,2.803e-05
2021-12-19,05:31:05,PPS,1,4.471,0.022,-7.438e-08,N,1,3.392e-07,1.044e-07,1.000e-09,9.943e-06,2.623e-05
2021-12-19,05:31:21,PPS,1,4.473,0.019,3.740e-07,N,1,3.537e-07,1.158e-07,1.000e-09,9.951e-06,2.649e-05
2021-12-19,05:31:37,PPS,1,4.475,0.016,1.681e-07,N,1,3.290e-07,-1.327e-07,1.000e-09,1.080e-05,2.655e-05
2021-12-19,05:31:53,PPS,1,4.481,0.034,1.110e-06,N,1,2.554e-07,-1.176e-07,1.000e-09,1.134e-05,2.738e-05
2021-12-19,05:32:09,PPS,1,4.497,0.035,4.133e-07,N,1,2.241e-07,2.131e-10,1.000e-09,1.040e-05,2.942e-05
2021-12-19,05:32:25,PPS,1,4.504,0.046,5.122e-07,N,1,2.526e-07,-8.358e-12,1.000e-09,9.239e-06,2.745e-05
2021-12-19,05:32:41,PPS,1,4.499,0.054,-8.181e-07,N,1,4.290e-07,2.318e-11,1.000e-09,1.186e-05,2.656e-05
2021-12-19,05:32:57,PPS,1,4.504,0.049,7.346e-07,N,1,5.061e-07,-5.274e-11,1.000e-09,9.590e-06,2.960e-05
2021-12-19,05:33:13,PPS,1,4.505,0.034,6.153e-08,N,1,4.443e-07,-2.394e-08,1.000e-09,9.998e-06,2.714e-05
2021-12-19,05:33:29,PPS,1,4.506,0.025,-1.007e-08,N,1,3.940e-07,-7.475e-08,1.000e-09,9.790e-06,2.665e-05
2021-12-19,05:33:46,PPS,1,4.504,0.021,-2.759e-07,N,1,3.779e-07,-5.762e-08,1.000e-09,1.059e-05,2.644e-05
2021-12-19,05:34:02,PPS,1,4.506,0.019,3.825e-07,N,1,3.897e-07,1.350e-07,1.000e-09,9.494e-06,2.717e-05
2021-12-19,05:34:18,PPS,1,4.506,0.027,3.382e-07,N,1,5.608e-07,-1.428e-07,1.000e-09,1.053e-05,2.607e-05
2021-12-19,05:34:34,PPS,1,4.505,0.041,-3.703e-07,N,1,5.058e-07,-2.061e-07,1.000e-09,8.660e-06,2.749e-05
2021-12-19,05:34:50,PPS,1,4.504,0.039,6.815e-08,N,1,4.379e-07,1.285e-07,1.000e-09,9.071e-06,2.554e-05
2021-12-19,05:35:06,PPS,1,4.504,0.029,-1.785e-08,N,1,3.825e-07,5.467e-08,1.000e-09,9.388e-06,2.579e-05
2021-12-19,05:35:22,PPS,1,4.503,0.022,-4.974e-08,N,1,3.424e-07,6.320e-08,1.000e-09,9.515e-06,2.594e-05
2021-12-19,05:35:38,PPS,1,4.503,0.017,-6.645e-09,N,1,3.086e-07,8.792e-08,1.000e-09,1.004e-05,2.599e-05
2021-12-19,05:35:54,PPS,1,4.502,0.014,-1.490e-07,N,1,2.936e-07,7.504e-08,1.000e-09,8.595e-06,2.642e-05
2021-12-19,05:36:10,PPS,1,4.500,0.026,-1.256e-06,N,1,3.780e-07,1.100e-07,1.000e-09,9.367e-06,2.506e-05
2021-12-19,05:36:26,PPS,1,4.495,0.047,-9.334e-08,N,1,3.948e-07,-1.844e-10,1.000e-09,9.154e-06,2.747e-05
2021-12-19,05:36:42,PPS,1,4.493,0.059,4.703e-07,N,1,5.557e-07,7.840e-08,1.000e-09,1.073e-05,2.621e-05
2021-12-19,05:36:58,PPS,1,4.496,0.046,4.837e-07,N,1,4.999e-07,-2.079e-07,1.000e-09,8.089e-06,2.811e-05
2021-12-19,05:37:14,PPS,1,4.505,0.047,1.042e-06,N,1,6.043e-07,-5.387e-08,1.000e-09,1.028e-05,2.555e-05
2021-12-19,05:37:30,PPS,1,4.532,0.080,2.122e-06,N,1,3.683e-07,-5.249e-12,1.000e-09,1.004e-05,2.819e-05
2021-12-19,05:37:46,PPS,1,4.532,0.078,-1.009e-06,N,1,6.409e-07,2.706e-11,1.000e-09,9.305e-06,2.976e-05
2021-12-19,05:38:02,PPS,1,4.529,0.057,-3.722e-07,N,1,5.751e-07,-1.449e-11,1.000e-09,9.887e-06,2.758e-05
2021-12-19,05:38:18,PPS,1,4.523,0.046,-6.185e-07,N,1,5.778e-07,2.117e-07,1.000e-09,1.021e-05,2.720e-05
2021-12-19,05:38:34,PPS,1,4.519,0.037,-4.464e-07,N,1,5.591e-07,3.495e-08,1.000e-09,6.999e-06,2.782e-05
2021-12-19,05:38:50,PPS,1,4.516,0.029,-2.759e-07,N,1,5.041e-07,2.050e-07,1.000e-09,1.205e-05,2.409e-05
2021-12-19,05:39:06,PPS,1,4.515,0.023,-1.739e-07,N,1,4.732e-07,1.750e-07,1.000e-09,1.045e-05,2.902e-05
2021-12-19,05:39:22,PPS,1,4.512,0.021,-3.916e-07,N,1,4.701e-07,1.773e-07,1.000e-09,1.092e-05,2.719e-05
2021-12-19,05:39:38,PPS,1,4.511,0.017,-1.083e-07,N,1,4.452e-07,1.101e-07,1.000e-09,8.757e-06,2.785e-05
2021-12-19,05:39:55,PPS,1,4.510,0.015,-2.111e-07,N,1,4.221e-07,1.430e-07,1.000e-09,1.027e-05,2.614e-05
2021-12-19,05:40:11,PPS,1,4.510,0.013,-1.958e-08,N,1,3.996e-07,1.660e-07,1.000e-09,8.287e-06,2.689e-05
2021-12-19,05:40:27,PPS,1,4.509,0.011,-1.977e-07,N,1,3.834e-07,1.281e-07,1.000e-09,1.018e-05,2.470e-05
2021-12-19,05:40:43,PPS,1,4.509,0.010,8.659e-09,N,1,3.632e-07,1.410e-07,1.000e-09,9.131e-06,2.671e-05
2021-12-19,05:40:59,PPS,1,4.508,0.009,-2.518e-09,N,1,3.187e-07,9.998e-08,1.000e-09,1.042e-05,2.544e-05
2021-12-19,05:41:15,PPS,1,4.507,0.008,-1.172e-07,N,1,3.125e-07,8.045e-08,1.000e-09,7.857e-06,2.669e-05
2021-12-19,05:41:31,PPS,1,4.508,0.007,9.839e-08,N,1,2.975e-07,1.142e-07,1.000e-09,9.811e-06,2.421e-05
2021-12-19,05:41:47,PPS,1,4.507,0.006,-1.113e-07,N,1,2.890e-07,1.527e-08,1.000e-09,8.683e-06,2.596e-05
2021-12-19,05:42:03,PPS,1,4.507,0.006,-1.253e-07,N,1,2.790e-07,8.938e-08,1.000e-09,1.064e-05,2.494e-05
2021-12-19,05:42:19,PPS,1,4.507,0.006,1.381e-07,N,1,2.980e-07,1.045e-07,1.000e-09,8.498e-06,2.696e-05
2021-12-19,05:42:35,PPS,1,4.508,0.005,1.265e-07,N,1,2.884e-07,-3.113e-08,1.000e-09,8.307e-06,2.466e-05
2021-12-19,05:42:51,PPS,1,4.508,0.005,5.408e-08,N,1,2.741e-07,-1.003e-07,1.000e-09,1.004e-05,2.458e-05
2021-12-19,05:43:07,PPS,1,4.508,0.004,-1.175e-08,N,1,2.622e-07,-9.647e-08,1.000e-09,9.749e-06,2.630e-05
2021-12-19,05:43:23,PPS,1,4.509,0.005,3.122e-07,N,1,2.900e-07,-6.661e-08,1.000e-09,1.067e-05,2.593e-05
2021-12-19,05:43:39,PPS,1,4.509,0.004,-4.053e-08,N,1,2.793e-07,-4.899e-08,1.000e-09,1.057e-05,2.716e-05
2021-12-19,05:43:55,PPS,1,4.508,0.004,-1.627e-07,N,1,2.805e-07,-8.287e-09,1.000e-09,8.258e-06,2.667e-05
2021-12-19,05:44:11,PPS,1,4.508,0.004,-1.031e-07,N,1,2.731e-07,9.757e-08,1.000e-09,1.021e-05,2.450e-05
2021-12-19,05:44:27,PPS,1,4.508,0.004,5.054e-08,N,1,2.656e-07,1.022e-07,1.000e-09,9.062e-06,2.650e-05
2021-12-19,05:44:43,PPS,1,4.508,0.003,-1.937e-08,N,1,2.559e-07,4.480e-08,1.000e-09,1.070e-05,2.519e-05
2021-12-19,05:44:59,PPS,1,4.508,0.003,9.280e-08,N,1,2.523e-07,5.341e-08,1.000e-09,9.123e-06,2.684e-05
2021-12-19,05:45:15,PPS,1,4.509,0.003,1.406e-07,N,1,2.528e-07,-3.547e-08,1.000e-09,1.024e-05,2.523e-05
2021-12-19,05:45:31,PPS,1,4.509,0.003,1.200e-07,N,1,2.528e-07,-9.448e-08,1.000e-09,8.864e-06,2.649e-05
2021-12-19,05:45:47,PPS,1,4.510,0.003,2.884e-07,N,1,2.806e-07,-9.340e-08,1.000e-09,1.032e-05,2.515e-05
2021-12-19,05:46:03,PPS,1,4.510,0.003,4.685e-08,N,1,2.742e-07,-3.555e-08,1.000e-09,8.589e-06,2.678e-05
2021-12-19,05:46:19,PPS,1,4.510,0.003,1.685e-08,N,1,2.716e-07,-6.611e-08,1.000e-09,9.796e-06,2.474e-05
2021-12-19,05:46:35,PPS,1,4.510,0.003,7.716e-08,N,1,2.662e-07,-6.630e-08,1.000e-09,1.096e-05,2.595e-05
2021-12-19,05:46:51,PPS,1,4.510,0.003,1.067e-07,N,1,2.655e-07,-9.197e-08,1.000e-09,8.997e-06,2.717e-05
2021-12-19,05:47:07,PPS,1,4.510,0.004,8.535e-07,N,1,3.903e-07,-9.977e-08,1.000e-09,1.013e-05,2.527e-05
2021-12-19,05:47:23,PPS,1,4.511,0.007,1.339e-07,N,1,3.530e-07,3.516e-11,1.000e-09,9.106e-06,2.721e-05
2021-12-19,05:47:39,PPS,1,4.512,0.013,1.934e-07,N,1,3.259e-07,-1.001e-07,1.000e-09,8.524e-06,2.543e-05
2021-12-19,05:47:55,PPS,1,4.513,0.014,-2.261e-07,N,1,3.216e-07,-1.173e-07,1.000e-09,8.614e-06,2.509e-05
2021-12-19,05:48:12,PPS,1,4.512,0.013,-1.355e-07,N,1,3.000e-07,8.419e-08,1.000e-09,1.080e-05,2.498e-05
2021-12-19,05:48:28,PPS,1,4.512,0.010,-3.524e-08,N,1,2.822e-07,1.125e-07,1.000e-09,7.982e-06,2.723e-05
2021-12-19,05:48:44,PPS,1,4.513,0.010,2.185e-07,N,1,2.964e-07,9.587e-08,1.000e-09,8.791e-06,2.432e-05
2021-12-19,05:49:00,PPS,1,4.511,0.012,-4.747e-07,N,1,3.330e-07,-8.899e-08,1.000e-09,9.659e-06,2.510e-05
2021-12-19,05:49:16,PPS,1,4.510,0.010,3.059e-08,N,1,3.125e-07,8.774e-08,1.000e-09,7.631e-06,2.627e-05
2021-12-19,05:49:32,PPS,1,4.509,0.009,-1.725e-07,N,1,3.007e-07,5.010e-08,1.000e-09,9.770e-06,2.386e-05
2021-12-19,05:49:48,PPS,1,4.509,0.008,-3.152e-08,N,1,2.830e-07,1.125e-07,1.000e-09,9.037e-06,2.617e-05
2021-12-19,05:50:04,PPS,1,4.508,0.008,-1.704e-07,N,1,2.855e-07,9.496e-08,1.000e-09,7.616e-06,2.532e-05
