date,time,ip,leap_status,stratum,rfc_5905_1-3,rfc_5905_3-5,delay_tests,local_poll,remote_poll,score,estimated_local_error,peer_delay,peer_dispersion,root_delay,root_dispersion,reference_id,ntp_mode,transmit_timestamp_source,receive_timestamp_source
2021-12-19,22:33:34,129.6.15.29,N,1,111,111,1111,10,13,1.00,-4.170e-04,2.010e-02,3.165e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,22:41:13,129.6.15.28,N,1,111,111,1101,10,13,1.00,-6.439e-03,4.101e-02,3.186e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,22:50:44,129.6.15.29,N,1,111,111,1111,10,13,1.00,8.443e-04,2.292e-02,3.164e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,22:58:26,129.6.15.28,N,1,111,111,1111,10,13,1.00,1.447e-03,2.347e-02,3.166e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,23:07:50,129.6.15.29,N,1,111,111,1111,10,13,1.00,8.652e-04,2.490e-02,3.163e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,23:15:47,129.6.15.28,N,1,111,111,1111,10,13,1.00,1.793e-03,2.497e-02,3.169e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,23:25:14,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.187e-03,2.281e-02,3.160e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,23:33:02,129.6.15.28,N,1,111,111,1111,10,13,1.00,1.731e-03,2.467e-02,3.165e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,23:42:21,129.6.15.29,N,1,111,111,1111,10,13,1.00,-4.002e-04,2.063e-02,3.156e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,23:50:10,129.6.15.28,N,1,111,111,1111,10,13,0.94,1.210e-03,2.406e-02,3.186e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-19,23:59:45,129.6.15.29,N,1,111,111,1111,10,13,1.00,9.338e-04,2.482e-02,3.159e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,00:07:31,129.6.15.28,N,1,111,111,1111,10,13,0.91,1.908e-03,2.471e-02,3.240e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,00:16:58,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.043e-03,2.373e-02,3.157e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,00:24:52,129.6.15.28,N,1,111,111,1111,10,13,0.91,1.826e-03,2.479e-02,3.202e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,00:34:11,129.6.15.29,N,1,111,111,1101,10,13,1.00,-5.209e-02,1.310e-01,3.232e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,00:42:05,129.6.15.28,N,1,111,111,1111,10,13,0.92,1.417e-03,2.340e-02,3.182e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,00:51:30,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.682e-03,2.471e-02,3.156e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,00:59:27,129.6.15.28,N,1,111,111,1111,10,13,0.95,1.713e-03,2.460e-02,3.181e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,01:08:36,129.6.15.29,N,1,111,111,1111,10,13,1.00,-2.549e-04,2.033e-02,3.152e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,01:16:50,129.6.15.28,N,1,111,111,1111,10,13,0.98,1.330e-03,2.420e-02,3.175e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,01:25:55,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.339e-03,2.312e-02,3.156e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,01:34:13,129.6.15.28,N,1,111,111,1101,10,13,1.00,7.460e-03,4.201e-02,3.203e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,01:43:03,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.908e-03,2.460e-02,3.156e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,01:51:27,129.6.15.28,N,1,111,111,1111,10,13,1.00,1.794e-03,2.498e-02,3.177e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,02:00:07,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.352e-03,2.334e-02,3.154e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,02:08:33,129.6.15.28,N,1,111,111,1111,10,13,0.94,-4.068e-04,2.097e-02,3.169e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,02:17:31,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.188e-03,2.318e-02,3.254e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,02:25:51,129.6.15.28,N,1,111,111,1111,10,13,0.88,1.780e-03,2.440e-02,3.409e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,02:34:37,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.421e-03,2.394e-02,3.233e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
